,date,hors,ws,wd,horsObs,wp1
46550,20101028,39,4.04,69.64,12,0.376
46551,20101028,40,4.38,70.73,12,0.421
46552,20101028,41,4.57,71.96,12,0.456
46553,20101028,42,4.66,73.81,12,0.381
46554,20101028,43,4.69,76.4,12,0.35100000000000003
46555,20101028,44,4.64,78.69,12,0.406
46556,20101028,45,4.45,79.36,12,0.336
46557,20101028,46,4.14,77.48,12,0.241
46562,20101029,3,6.2,115.52,0,0.336
46563,20101029,4,6.44,116.05,0,0.301
46564,20101029,5,6.73,115.71,0,0.276
46565,20101029,6,6.97,115.65,0,0.29600000000000004
46566,20101029,7,7.07,116.56,0,0.331
46567,20101029,8,6.99,117.89,0,0.371
46568,20101029,9,6.68,118.85,0,0.396
46569,20101029,10,6.14,118.91,0,0.256
46570,20101029,11,5.61,119.11,0,0.241
46571,20101029,12,5.43,121.26,0,0.145
46572,20101029,13,5.82,125.83,0,0.125
46573,20101029,14,6.59,129.71,0,0.11
46574,20101029,15,7.38,130.84,0,0.15
46579,20101029,20,7.8,108.73,0,0.306
46580,20101029,21,7.04,103.49,0,0.226
46581,20101029,22,5.83,97.72,0,0.231
46582,20101029,23,4.55,90.15,0,0.17
46584,20101029,25,3.55,75.08,0,0.35600000000000004
46585,20101029,26,3.81,73.97,0,0.411
46586,20101029,27,4.14,74.94,0,0.376
46587,20101029,28,4.29,75.82,0,0.421
46588,20101029,29,4.3,76.77,0,0.456
46589,20101029,30,4.27,78.33,0,0.381
46590,20101029,31,4.3,80.61,0,0.35100000000000003
46591,20101029,32,4.25,82.55,0,0.406
46592,20101029,33,3.97,82.96,0,0.336
46593,20101029,34,3.37,80.15,0,0.241
46594,20101029,35,2.8,71.64,0,0.226
46595,20101029,36,2.75,57.97,0,0.326
46596,20101029,37,3.49,48.54,0,0.271
46597,20101029,38,4.61,45.71,0,0.15
46598,20101029,39,5.62,46.07,0,0.201
46599,20101029,40,6.18,47.96,0,0.34600000000000003
46600,20101029,41,6.33,50.89,0,0.416
46601,20101029,42,6.17,54.72,0,0.466
46602,20101029,43,5.81,59.34,0,0.591
46603,20101029,44,5.33,64.57,0,0.642
46604,20101029,45,4.75,70.07,0,0.612
46605,20101029,46,4.13,75.77,0,0.602
46610,20101029,3,7.02,133.49,12,0.336
46611,20101029,4,7.53,130.56,12,0.301
46615,20101029,8,7.87,110.24,12,0.371
46616,20101029,9,7.15,104.93,12,0.396
46617,20101029,10,5.94,99.45,12,0.256
46618,20101029,11,4.62,92.46,12,0.241
46619,20101029,12,3.67,83.45,12,0.145
46620,20101029,13,3.41,76.11,12,0.35600000000000004
46621,20101029,14,3.63,73.26,12,0.411
46622,20101029,15,4.02,73.27,12,0.376
46623,20101029,16,4.38,74.01,12,0.421
46624,20101029,17,4.64,75.06,12,0.456
46625,20101029,18,4.78,76.44,12,0.381
46626,20101029,19,4.78,78.1,12,0.35100000000000003
46627,20101029,20,4.59,79.36,12,0.406
46628,20101029,21,4.2,79.26,12,0.336
46629,20101029,22,3.63,76.37,12,0.241
46630,20101029,23,3.17,69.43,12,0.226
46631,20101029,24,3.16,59.78,12,0.326
46632,20101029,25,3.8,53.01,12,0.271
46633,20101029,26,4.76,50.74,12,0.15
46634,20101029,27,5.65,51.18,12,0.201
46635,20101029,28,6.17,53.17,12,0.34600000000000003
46636,20101029,29,6.32,55.87,12,0.416
46637,20101029,30,6.17,58.64,12,0.466
46638,20101029,31,5.77,61.03,12,0.591
46639,20101029,32,5.23,63.34,12,0.642
46640,20101029,33,4.67,66.06,12,0.612
46641,20101029,34,4.19,69.66,12,0.602
46642,20101029,35,3.83,74.91,12,0.596
46644,20101029,37,3.57,93.24,12,0.596
46645,20101029,38,3.71,105.43,12,0.602
46646,20101029,39,4.04,118.0,12,0.381
46647,20101029,40,4.49,130.01,12,0.396
46648,20101029,41,5.0,140.27,12,0.331
46649,20101029,42,5.42,148.61,12,0.316
46650,20101029,43,5.6,155.45,12,0.28600000000000003
46651,20101029,44,5.58,160.6,12,0.28600000000000003
46652,20101029,45,5.38,163.19,12,0.306
46653,20101029,46,5.06,162.19,12,0.28600000000000003
46658,20101030,3,4.12,69.03,0,0.376
46659,20101030,4,4.29,71.67,0,0.421
46660,20101030,5,4.45,74.57,0,0.456
46661,20101030,6,4.49,77.0,0,0.381
46662,20101030,7,4.29,78.62,0,0.35100000000000003
46663,20101030,8,3.92,79.3,0,0.406
46664,20101030,9,3.53,78.66,0,0.336
46665,20101030,10,3.23,76.04,0,0.241
46666,20101030,11,3.1,70.98,0,0.226
46667,20101030,12,3.25,64.08,0,0.326
46668,20101030,13,3.73,57.37,0,0.271
46669,20101030,14,4.44,52.89,0,0.15
46670,20101030,15,5.22,50.93,0,0.201
46671,20101030,16,5.92,51.07,0,0.34600000000000003
46672,20101030,17,6.42,52.7,0,0.416
46673,20101030,18,6.63,55.68,0,0.466
46674,20101030,19,6.49,60.19,0,0.591
46675,20101030,20,6.04,66.25,0,0.642
46676,20101030,21,5.36,74.05,0,0.612
46677,20101030,22,4.53,84.25,0,0.602
46678,20101030,23,3.85,97.17,0,0.596
46680,20101030,25,3.66,115.9,0,0.596
46681,20101030,26,3.93,118.78,0,0.602
46682,20101030,27,4.22,123.26,0,0.381
46683,20101030,28,4.54,132.08,0,0.396
46684,20101030,29,4.95,141.7,0,0.331
46685,20101030,30,5.41,148.24,0,0.316
46686,20101030,31,5.71,150.28,0,0.28600000000000003
46687,20101030,32,5.77,149.66,0,0.28600000000000003
46688,20101030,33,5.52,148.21,0,0.306
46689,20101030,34,4.99,147.27,0,0.28600000000000003
46690,20101030,35,4.46,147.38,0,0.195
46691,20101030,36,4.3,148.98,0,0.28600000000000003
46692,20101030,37,4.74,151.43,0,0.246
46693,20101030,38,5.47,152.77,0,0.145
46694,20101030,39,6.06,152.13,0,0.401
46695,20101030,40,6.17,149.33,0,0.381
46696,20101030,41,6.0,145.8,0,0.536
46697,20101030,42,5.8,143.86,0,0.421
46698,20101030,43,5.73,145.54,0,0.311
46699,20101030,44,5.65,149.21,0,0.21600000000000005
46700,20101030,45,5.32,152.53,0,0.11
46701,20101030,46,4.54,153.95,0,0.185
46706,20101030,3,5.97,56.93,12,0.376
46707,20101030,4,6.59,59.18,12,0.421
46708,20101030,5,7.05,61.49,12,0.456
46709,20101030,6,7.23,63.55,12,0.381
46710,20101030,7,7.04,65.41,12,0.35100000000000003
46711,20101030,8,6.52,67.89,12,0.406
46712,20101030,9,5.76,72.35,12,0.336
46713,20101030,10,4.91,80.8,12,0.241
46714,20101030,11,4.26,94.59,12,0.226
46715,20101030,12,4.11,111.74,12,0.326
46716,20101030,13,4.5,126.08,12,0.596
46717,20101030,14,5.15,135.12,12,0.602
46718,20101030,15,5.76,140.37,12,0.381
46719,20101030,16,6.14,143.58,12,0.396
46720,20101030,17,6.23,145.77,12,0.331
46721,20101030,18,5.97,147.54,12,0.316
46722,20101030,19,5.36,149.19,12,0.28600000000000003
46723,20101030,20,4.6,150.06,12,0.28600000000000003
46724,20101030,21,3.92,148.28,12,0.306
46725,20101030,22,3.53,142.13,12,0.28600000000000003
46726,20101030,23,3.55,135.25,12,0.195
46727,20101030,24,3.92,133.34,12,0.28600000000000003
46728,20101030,25,4.57,137.69,12,0.246
46729,20101030,26,5.32,143.75,12,0.145
46730,20101030,27,5.92,148.61,12,0.401
46731,20101030,28,6.11,151.65,12,0.381
46732,20101030,29,6.05,153.62,12,0.536
46733,20101030,30,6.0,155.01,12,0.421
46734,20101030,31,6.13,155.99,12,0.311
46735,20101030,32,6.2,156.84,12,0.21600000000000005
46736,20101030,33,5.84,158.01,12,0.11
46737,20101030,34,4.85,160.38,12,0.185
46738,20101030,35,3.56,165.65,12,0.29600000000000004
46740,20101030,37,1.98,194.03,12,0.13
46741,20101030,38,1.99,205.08,12,0.12
46742,20101030,39,2.16,204.15,12,0.105
46743,20101030,40,2.39,193.94,12,0.025
46744,20101030,41,2.7,181.38,12,0.005
46745,20101030,42,3.02,171.4,12,0.0
46746,20101030,43,3.17,165.32,12,0.0
46747,20101030,44,3.13,162.72,12,0.0
46748,20101030,45,2.91,164.29,12,0.0
46749,20101030,46,2.64,171.39,12,0.0
46754,20101031,3,5.98,152.18,0,0.381
46755,20101031,4,6.07,152.87,0,0.396
46756,20101031,5,5.94,151.87,0,0.331
46757,20101031,6,5.49,150.76,0,0.316
46758,20101031,7,4.7,150.87,0,0.28600000000000003
46759,20101031,8,3.73,151.89,0,0.28600000000000003
46760,20101031,9,2.84,152.29,0,0.306
46761,20101031,10,2.23,149.27,0,0.28600000000000003
46762,20101031,11,2.04,144.29,0,0.195
46763,20101031,12,2.34,143.46,0,0.28600000000000003
46764,20101031,13,3.14,147.9,0,0.246
46765,20101031,14,4.13,152.94,0,0.145
46766,20101031,15,4.94,157.4,0,0.401
46767,20101031,16,5.28,161.74,0,0.381
46768,20101031,17,5.31,165.54,0,0.536
46769,20101031,18,5.29,167.32,0,0.421
46770,20101031,19,5.37,165.78,0,0.311
46771,20101031,20,5.4,162.53,0,0.21600000000000005
46772,20101031,21,5.15,159.45,0,0.11
46773,20101031,22,4.43,157.81,0,0.185
46774,20101031,23,3.44,158.58,0,0.29600000000000004
46776,20101031,25,1.89,181.32,0,0.13
46777,20101031,26,1.81,201.01,0,0.12
46778,20101031,27,1.97,210.09,0,0.105
46779,20101031,28,2.1,207.08,0,0.025
46780,20101031,29,2.23,199.06,0,0.005
46781,20101031,30,2.43,193.36,0,0.0
46782,20101031,31,2.65,193.63,0,0.0
46783,20101031,32,2.81,195.67,0,0.0
46784,20101031,33,2.8,194.91,0,0.0
46785,20101031,34,2.61,187.63,0,0.0
46786,20101031,35,2.55,175.19,0,0.0
46787,20101031,36,2.87,165.14,0,0.0
46788,20101031,37,3.56,162.99,0,0.0
46789,20101031,38,4.3,164.31,0,0.0
46790,20101031,39,4.71,165.55,0,0.0
46791,20101031,40,4.54,165.35,0,0.01
46792,20101031,41,4.03,164.16,0,0.05
46793,20101031,42,3.58,162.99,0,0.065
46794,20101031,43,3.44,163.36,0,0.05
46795,20101031,44,3.43,165.49,0,0.045
46796,20101031,45,3.26,169.36,0,0.025
46797,20101031,46,2.76,176.13,0,0.01
46802,20101031,3,5.43,159.69,12,0.381
46803,20101031,4,5.87,161.69,12,0.396
46804,20101031,5,6.19,163.34,12,0.331
46805,20101031,6,6.41,164.26,12,0.316
46806,20101031,7,6.52,164.25,12,0.28600000000000003
46807,20101031,8,6.39,163.81,12,0.28600000000000003
46808,20101031,9,5.82,163.52,12,0.306
46809,20101031,10,4.73,164.13,12,0.28600000000000003
46810,20101031,11,3.44,167.19,12,0.195
46811,20101031,12,2.4,176.47,12,0.28600000000000003
46812,20101031,13,2.03,193.01,12,0.13
46813,20101031,14,2.2,205.23,12,0.12
46814,20101031,15,2.52,207.83,12,0.105
46815,20101031,16,2.75,203.66,12,0.025
46816,20101031,17,2.9,196.51,12,0.005
46817,20101031,18,3.02,189.47,12,0.0
46818,20101031,19,3.09,184.45,12,0.0
46819,20101031,20,3.05,180.32,12,0.0
46820,20101031,21,2.88,175.17,12,0.0
46821,20101031,22,2.64,167.26,12,0.0
46822,20101031,23,2.55,158.75,12,0.0
46823,20101031,24,2.81,155.5,12,0.0
46824,20101031,25,3.47,159.25,12,0.0
46825,20101031,26,4.27,163.75,12,0.0
46826,20101031,27,4.77,165.86,12,0.0
46827,20101031,28,4.65,164.79,12,0.01
46828,20101031,29,4.17,161.52,12,0.05
46829,20101031,30,3.73,157.83,12,0.065
46830,20101031,31,3.57,156.74,12,0.05
46831,20101031,32,3.54,158.74,12,0.045
46832,20101031,33,3.43,163.19,12,0.025
46833,20101031,34,3.08,170.15,12,0.01
46834,20101031,35,2.68,178.45,12,0.0
46836,20101031,37,2.34,180.23,12,0.0
46837,20101031,38,2.41,173.6,12,0.0
46838,20101031,39,2.46,171.45,12,0.01
46839,20101031,40,2.35,178.23,12,0.005
46840,20101031,41,2.2,190.14,12,0.0
46841,20101031,42,2.08,199.14,12,0.005
46842,20101031,43,1.89,197.82,12,0.0
46843,20101031,44,1.7,187.77,12,0.0
46850,20101101,3,2.55,199.75,0,0.105
46851,20101101,4,2.36,199.08,0,0.025
46852,20101101,5,2.2,195.12,0,0.005
46853,20101101,6,2.15,188.31,0,0.0
46854,20101101,7,2.26,180.57,0,0.0
46855,20101101,8,2.42,174.23,0,0.0
46856,20101101,9,2.52,170.02,0,0.0
46857,20101101,10,2.47,167.87,0,0.0
46858,20101101,11,2.46,168.15,0,0.0
46859,20101101,12,2.76,171.16,0,0.0
46860,20101101,13,3.54,174.86,0,0.0
46861,20101101,14,4.42,176.65,0,0.0
46862,20101101,15,4.92,176.06,0,0.0
46863,20101101,16,4.71,172.65,0,0.01
46864,20101101,17,4.15,166.86,0,0.05
46865,20101101,18,3.69,160.97,0,0.065
46866,20101101,19,3.63,159.45,0,0.05
46867,20101101,20,3.75,161.86,0,0.045
46868,20101101,21,3.79,165.61,0,0.025
46869,20101101,22,3.53,169.42,0,0.01
46870,20101101,23,3.07,173.62,0,0.0
46872,20101101,25,2.17,183.5,0,0.0
46873,20101101,26,1.93,189.92,0,0.0
46874,20101101,27,1.93,198.71,0,0.01
46875,20101101,28,2.2,207.86,0,0.005
46876,20101101,29,2.6,213.11,0,0.0
46877,20101101,30,2.89,213.62,0,0.005
46878,20101101,31,2.93,209.65,0,0.0
46879,20101101,32,2.85,203.49,0,0.0
46880,20101101,33,2.82,198.75,0,0.0
46881,20101101,34,2.89,198.99,0,0.0
46882,20101101,35,2.96,203.63,0,0.0
46883,20101101,36,2.93,211.63,0,0.0
46884,20101101,37,2.74,223.11,0,0.0
46885,20101101,38,2.55,236.42,0,0.0
46886,20101101,39,2.39,247.07,0,0.0
46887,20101101,40,2.18,250.65,0,0.0
46888,20101101,41,1.91,248.38,0,0.0
46889,20101101,42,1.68,243.59,0,0.0
46893,20101101,46,2.01,279.19,0,0.035
46898,20101101,3,4.13,163.71,12,0.105
46899,20101101,4,4.03,159.33,12,0.025
46900,20101101,5,3.75,156.02,12,0.005
46901,20101101,6,3.53,155.2,12,0.0
46902,20101101,7,3.53,158.34,12,0.0
46903,20101101,8,3.63,164.06,12,0.0
46904,20101101,9,3.62,171.08,12,0.0
46905,20101101,10,3.36,179.51,12,0.0
46906,20101101,11,3.03,188.29,12,0.0
46907,20101101,12,2.78,193.31,12,0.0
46908,20101101,13,2.71,190.03,12,0.0
46909,20101101,14,2.76,182.97,12,0.0
46910,20101101,15,2.81,179.03,12,0.01
46911,20101101,16,2.7,182.04,12,0.005
46912,20101101,17,2.48,188.79,12,0.0
46913,20101101,18,2.19,193.36,12,0.005
46914,20101101,19,1.84,188.79,12,0.0
46916,20101101,21,1.68,169.37,12,0.0
46917,20101101,22,1.97,175.56,12,0.0
46918,20101101,23,2.32,186.72,12,0.0
46919,20101101,24,2.47,198.2,12,0.0
46920,20101101,25,2.2,212.24,12,0.0
46921,20101101,26,1.7,234.44,12,0.0
46930,20101101,35,2.39,327.29,12,0.05
46939,20101101,44,3.38,31.48,12,0.095
46940,20101101,45,3.47,34.46,12,0.06
46941,20101101,46,3.4,31.3,12,0.0
46946,20101102,3,3.09,167.54,0,0.01
46947,20101102,4,2.76,172.39,0,0.005
46948,20101102,5,2.37,179.25,0,0.0
46949,20101102,6,2.07,184.9,0,0.005
46950,20101102,7,1.92,184.73,0,0.0
46951,20101102,8,1.95,181.79,0,0.0
46952,20101102,9,2.14,182.36,0,0.0
46953,20101102,10,2.45,189.05,0,0.0
46954,20101102,11,2.72,198.23,0,0.0
46955,20101102,12,2.74,208.95,0,0.0
46956,20101102,13,2.39,224.33,0,0.0
46957,20101102,14,1.93,247.95,0,0.0
46958,20101102,15,1.64,278.57,0,0.0
46977,20101102,34,3.55,26.72,0,0.0
46978,20101102,35,3.56,28.11,0,0.0
46979,20101102,36,3.62,26.45,0,0.0
46984,20101102,41,4.66,27.1,0,0.266
46985,20101102,42,4.58,33.34,0,0.246
46986,20101102,43,4.14,36.67,0,0.261
46987,20101102,44,3.5,38.21,0,0.195
46988,20101102,45,2.95,39.69,0,0.17
46989,20101102,46,2.73,42.6,0,0.236
47020,20101102,29,4.74,32.55,12,0.266
47021,20101102,30,4.71,38.72,12,0.246
47022,20101102,31,4.29,41.91,12,0.261
47023,20101102,32,3.65,43.04,12,0.195
47024,20101102,33,3.04,43.23,12,0.17
47025,20101102,34,2.7,43.67,12,0.236
47026,20101102,35,2.63,43.93,12,0.185
47028,20101102,37,3.16,40.97,12,0.11
47029,20101102,38,3.6,39.19,12,0.11
47030,20101102,39,3.98,38.74,12,0.16
47031,20101102,40,4.18,39.86,12,0.276
47032,20101102,41,4.2,41.59,12,0.221
47033,20101102,42,4.06,42.83,12,0.145
47034,20101102,43,3.79,42.6,12,0.17
47035,20101102,44,3.47,40.98,12,0.13
47036,20101102,45,3.23,38.52,12,0.11
47037,20101102,46,3.14,36.35,12,0.135
47042,20101103,3,3.24,33.67,0,0.015
47055,20101103,16,4.12,27.92,0,0.195
47056,20101103,17,4.46,35.24,0,0.266
47057,20101103,18,4.59,41.98,0,0.246
47058,20101103,19,4.34,48.16,0,0.261
47059,20101103,20,3.84,53.46,0,0.195
47060,20101103,21,3.27,55.67,0,0.17
47061,20101103,22,2.82,51.2,0,0.236
47062,20101103,23,2.62,42.24,0,0.185
47064,20101103,25,3.05,38.94,0,0.11
47065,20101103,26,3.47,44.93,0,0.11
47066,20101103,27,3.83,50.25,0,0.16
47067,20101103,28,3.98,53.4,0,0.276
47068,20101103,29,3.92,54.99,0,0.221
47069,20101103,30,3.74,55.5,0,0.145
47070,20101103,31,3.5,55.03,0,0.17
47071,20101103,32,3.3,53.39,0,0.13
47072,20101103,33,3.22,50.44,0,0.11
47073,20101103,34,3.32,47.28,0,0.135
47074,20101103,35,3.53,48.01,0,0.175
47075,20101103,36,3.83,56.01,0,0.17
47076,20101103,37,4.33,71.13,0,0.211
47077,20101103,38,5.03,86.89,0,0.175
47078,20101103,39,5.56,100.85,0,0.075
47079,20101103,40,5.62,114.94,0,0.035
47080,20101103,41,5.5,129.94,0,0.02
47081,20101103,42,5.47,143.06,0,0.015
47082,20101103,43,5.5,150.91,0,0.035
47083,20101103,44,5.45,155.0,0,0.08
47084,20101103,45,5.35,157.9,0,0.16
47085,20101103,46,5.26,161.52,0,0.15
47090,20101103,3,3.47,28.23,12,0.015
47091,20101103,4,4.0,34.75,12,0.01
47092,20101103,5,4.39,40.32,12,0.005
47093,20101103,6,4.33,44.57,12,0.02
47094,20101103,7,3.63,47.94,12,0.045
47095,20101103,8,2.67,50.61,12,0.095
47096,20101103,9,1.95,49.92,12,0.06
47097,20101103,10,1.87,42.22,12,0.0
47098,20101103,11,2.3,35.43,12,0.0
47099,20101103,12,2.9,34.08,12,0.0
47100,20101103,13,3.37,36.85,12,0.11
47101,20101103,14,3.64,41.15,12,0.11
47102,20101103,15,3.69,45.37,12,0.16
47103,20101103,16,3.5,48.69,12,0.276
47104,20101103,17,3.17,51.13,12,0.221
47105,20101103,18,2.87,52.35,12,0.145
47106,20101103,19,2.72,51.69,12,0.17
47107,20101103,20,2.65,49.32,12,0.13
47108,20101103,21,2.6,45.8,12,0.11
47109,20101103,22,2.53,41.92,12,0.135
47110,20101103,23,2.54,40.52,12,0.175
47111,20101103,24,2.79,44.76,12,0.17
47112,20101103,25,3.45,53.37,12,0.211
47113,20101103,26,4.29,60.91,12,0.175
47114,20101103,27,4.96,66.1,12,0.075
47115,20101103,28,5.12,70.11,12,0.035
47116,20101103,29,4.83,75.78,12,0.02
47117,20101103,30,4.3,86.99,12,0.015
47118,20101103,31,3.99,106.91,12,0.035
47119,20101103,32,4.25,128.64,12,0.08
47120,20101103,33,4.77,143.52,12,0.16
47121,20101103,34,5.04,151.48,12,0.15
47122,20101103,35,5.11,156.71,12,0.045
47124,20101103,37,5.83,167.29,12,0.125
47125,20101103,38,6.56,171.82,12,0.195
47126,20101103,39,7.15,174.95,12,0.236
47127,20101103,40,7.36,176.92,12,0.256
47128,20101103,41,7.27,178.12,12,0.281
47129,20101103,42,7.03,178.7,12,0.29100000000000004
47130,20101103,43,6.8,178.72,12,0.28600000000000003
47131,20101103,44,6.57,178.5,12,0.301
47132,20101103,45,6.33,178.47,12,0.261
47133,20101103,46,6.06,179.06,12,0.251
47138,20101104,3,3.49,42.63,0,0.16
47139,20101104,4,3.19,46.15,0,0.276
47140,20101104,5,2.84,48.97,0,0.221
47141,20101104,6,2.6,49.73,0,0.145
47142,20101104,7,2.54,47.22,0,0.17
47143,20101104,8,2.59,43.15,0,0.13
47144,20101104,9,2.63,39.74,0,0.11
47145,20101104,10,2.57,38.56,0,0.135
47146,20101104,11,2.59,41.73,0,0.175
47147,20101104,12,3.01,49.83,0,0.17
47148,20101104,13,4.01,58.58,0,0.211
47149,20101104,14,5.09,65.14,0,0.175
47150,20101104,15,5.58,71.41,0,0.075
47151,20101104,16,5.06,80.78,0,0.035
47152,20101104,17,4.07,96.55,0,0.02
47153,20101104,18,3.32,119.25,0,0.015
47154,20101104,19,3.05,140.18,0,0.035
47155,20101104,20,2.95,155.76,0,0.08
47156,20101104,21,2.89,168.36,0,0.16
47157,20101104,22,2.92,179.99,0,0.15
47158,20101104,23,3.1,189.74,0,0.045
47160,20101104,25,4.0,198.72,0,0.125
47161,20101104,26,4.64,198.51,0,0.195
47162,20101104,27,5.28,196.57,0,0.236
47163,20101104,28,5.87,193.69,0,0.256
47164,20101104,29,6.36,190.93,0,0.281
47165,20101104,30,6.69,189.11,0,0.29100000000000004
47166,20101104,31,6.81,188.6,0,0.28600000000000003
47167,20101104,32,6.79,188.62,0,0.301
47168,20101104,33,6.71,188.21,0,0.261
47169,20101104,34,6.63,186.75,0,0.251
47170,20101104,35,6.56,185.14,0,0.276
47171,20101104,36,6.47,184.69,0,0.271
47172,20101104,37,6.32,186.24,0,0.331
47173,20101104,38,6.16,188.26,0,0.386
47174,20101104,39,6.03,188.47,0,0.426
47175,20101104,40,5.95,185.15,0,0.461
47176,20101104,41,5.94,179.75,0,0.526
47177,20101104,42,5.97,174.54,0,0.406
47178,20101104,43,5.94,171.21,0,0.406
47179,20101104,44,5.8,169.63,0,0.331
47180,20101104,45,5.52,169.43,0,0.261
47181,20101104,46,5.13,170.38,0,0.206
47186,20101104,3,3.93,77.84,12,0.16
47187,20101104,4,3.6,83.33,12,0.276
47188,20101104,5,3.08,91.63,12,0.221
47189,20101104,6,2.56,104.86,12,0.145
47190,20101104,7,2.26,123.43,12,0.17
47191,20101104,8,2.23,142.17,12,0.13
47192,20101104,9,2.33,155.28,12,0.11
47193,20101104,10,2.35,162.35,12,0.135
47194,20101104,11,2.24,168.14,12,0.175
47195,20101104,12,2.09,178.16,12,0.17
47196,20101104,13,2.11,195.15,12,0.125
47197,20101104,14,2.47,208.76,12,0.195
47198,20101104,15,3.04,210.89,12,0.236
47199,20101104,16,3.76,203.25,12,0.256
47200,20101104,17,4.6,193.73,12,0.281
47201,20101104,18,5.43,186.56,12,0.29100000000000004
47202,20101104,19,6.01,182.38,12,0.28600000000000003
47203,20101104,20,6.35,179.84,12,0.301
47204,20101104,21,6.54,178.05,12,0.261
47205,20101104,22,6.68,176.68,12,0.251
47206,20101104,23,6.74,176.15,12,0.276
47207,20101104,24,6.68,177.08,12,0.271
47208,20101104,25,6.52,179.73,12,0.331
47209,20101104,26,6.35,182.55,12,0.386
47210,20101104,27,6.25,183.2,12,0.426
47211,20101104,28,6.3,180.01,12,0.461
47212,20101104,29,6.41,174.74,12,0.526
47213,20101104,30,6.46,169.63,12,0.406
47214,20101104,31,6.27,166.02,12,0.406
47215,20101104,32,5.91,163.86,12,0.331
47216,20101104,33,5.48,163.16,12,0.261
47217,20101104,34,5.08,164.13,12,0.206
47218,20101104,35,4.75,166.8,12,0.256
47220,20101104,37,4.21,176.48,12,0.13
47221,20101104,38,3.97,182.03,12,0.13
47222,20101104,39,3.64,186.45,12,0.06
47223,20101104,40,3.18,188.85,12,0.04
47224,20101104,41,2.68,189.76,12,0.005
47225,20101104,42,2.31,190.3,12,0.0
47226,20101104,43,2.16,191.73,12,0.0
47227,20101104,44,2.17,193.45,12,0.0
47228,20101104,45,2.18,194.4,12,0.0
47229,20101104,46,2.12,194.21,12,0.0
47234,20101105,3,4.48,186.71,0,0.236
47235,20101105,4,5.56,181.71,0,0.256
47236,20101105,5,6.61,177.61,0,0.281
47237,20101105,6,7.37,175.72,0,0.29100000000000004
47238,20101105,7,7.61,176.3,0,0.28600000000000003
47239,20101105,8,7.49,177.81,0,0.301
47240,20101105,9,7.24,178.32,0,0.261
47241,20101105,10,7.05,176.26,0,0.251
47242,20101105,11,6.95,172.81,0,0.276
47243,20101105,12,6.91,170.01,0,0.271
47244,20101105,13,6.87,169.3,0,0.331
47245,20101105,14,6.8,169.75,0,0.386
47246,20101105,15,6.73,169.78,0,0.426
47247,20101105,16,6.66,168.27,0,0.461
47248,20101105,17,6.58,165.89,0,0.526
47249,20101105,18,6.47,163.84,0,0.406
47250,20101105,19,6.28,162.91,0,0.406
47251,20101105,20,6.04,162.25,0,0.331
47252,20101105,21,5.8,160.49,0,0.261
47253,20101105,22,5.59,156.83,0,0.206
47254,20101105,23,5.38,153.66,0,0.256
47256,20101105,25,4.57,162.61,0,0.13
47257,20101105,26,4.15,175.69,0,0.13
47258,20101105,27,3.78,187.82,0,0.06
47259,20101105,28,3.21,193.76,0,0.04
47260,20101105,29,2.53,193.38,0,0.005
47261,20101105,30,2.09,187.19,0,0.0
47262,20101105,31,2.14,180.72,0,0.0
47263,20101105,32,2.45,178.86,0,0.0
47264,20101105,33,2.72,181.31,0,0.0
47265,20101105,34,2.77,187.45,0,0.0
47266,20101105,35,2.74,195.22,0,0.0
47267,20101105,36,2.81,200.62,0,0.015
47268,20101105,37,3.04,200.26,0,0.005
47269,20101105,38,3.25,196.13,0,0.0
47270,20101105,39,3.2,190.04,0,0.0
47271,20101105,40,2.77,181.21,0,0.0
47272,20101105,41,2.27,167.29,0,0.0
47273,20101105,42,2.06,150.74,0,0.0
47274,20101105,43,2.23,141.85,0,0.0
47275,20101105,44,2.51,140.28,0,0.01
47276,20101105,45,2.7,140.79,0,0.015
47277,20101105,46,2.66,140.04,0,0.0
47284,20101105,5,7.73,165.43,12,0.281
47285,20101105,6,7.28,163.64,12,0.29100000000000004
47286,20101105,7,6.72,160.69,12,0.28600000000000003
47287,20101105,8,6.17,156.77,12,0.301
47288,20101105,9,5.78,152.54,12,0.261
47289,20101105,10,5.61,149.34,12,0.251
47290,20101105,11,5.49,148.63,12,0.276
47291,20101105,12,5.23,151.82,12,0.271
47292,20101105,13,4.77,160.3,12,0.13
47293,20101105,14,4.26,172.34,12,0.13
47294,20101105,15,3.72,183.87,12,0.06
47295,20101105,16,3.0,190.71,12,0.04
47296,20101105,17,2.21,192.71,12,0.005
47297,20101105,18,1.69,189.71,12,0.0
47298,20101105,19,1.7,185.41,12,0.0
47299,20101105,20,2.04,184.89,12,0.0
47300,20101105,21,2.45,188.34,12,0.0
47301,20101105,22,2.73,194.71,12,0.0
47302,20101105,23,2.91,200.42,12,0.0
47303,20101105,24,3.0,201.62,12,0.015
47304,20101105,25,3.03,195.83,12,0.005
47305,20101105,26,3.0,185.65,12,0.0
47306,20101105,27,2.89,174.2,12,0.0
47307,20101105,28,2.63,162.53,12,0.0
47308,20101105,29,2.35,149.12,12,0.0
47309,20101105,30,2.27,135.33,12,0.0
47310,20101105,31,2.47,126.07,12,0.0
47311,20101105,32,2.74,121.55,12,0.01
47312,20101105,33,2.9,119.03,12,0.015
47313,20101105,34,2.83,116.08,12,0.0
47314,20101105,35,2.62,110.53,12,0.0
47316,20101105,37,2.46,85.1,12,0.0
