"hors","ws","wd","anno","mes","dia","horsObs","wp1"
10,2.49,296.05,2010,8,1,0,0.045
37,3.61,38.27,2010,8,1,0,0.06
6,2.39,342.22,2010,8,1,12,0
8,3.35,343.3,2010,8,1,12,0.015
10,2.54,340.01,2010,8,1,12,0.045
18,2.71,25.81,2010,8,1,12,0.105
26,3.42,36.79,2010,8,1,12,0.015
9,3.01,61.39,2010,8,2,0,0.165
13,3.61,47.11,2010,8,2,0,0.06
14,3.75,49.06,2010,8,2,0,0.015
23,2.22,69.39,2010,8,2,0,0.045
35,4.59,56.68,2010,8,2,0,0.311
41,5.78,72.9,2010,8,2,0,0.361
17,3.12,33.08,2010,8,2,12,0.311
25,5.06,62.54,2010,8,2,12,0.08
28,5.48,71.33,2010,8,2,12,0.286
42,2.57,55.44,2010,8,2,12,0.306
43,2.51,57.98,2010,8,2,12,0.246
10,3.39,60.81,2010,8,3,0,0.286
11,4.07,61.32,2010,8,3,0,0.311
16,5.09,72.94,2010,8,3,0,0.286
25,2.2,68.57,2010,8,3,0,0.13
46,4.07,106.87,2010,8,3,0,0.085
7,5.8,71.18,2010,8,3,12,0.301
8,5.94,73.89,2010,8,3,12,0.306
9,5.59,76.63,2010,8,3,12,0.281
32,5.1,94.2,2010,8,3,12,0.206
36,1.62,83.82,2010,8,3,12,0.18
6,2.82,69.34,2010,8,4,0,0.306
29,2.81,55.06,2010,8,4,0,0.06
15,2.32,101.94,2010,8,4,12,0.115
39,3.35,113.33,2010,8,4,12,0.175
48,5.65,144.44,2010,8,4,12,0.07
15,6.08,92.57,2010,8,5,0,0.17
19,8.33,93.14,2010,8,5,0,0.717
11,5.29,115.38,2010,8,5,12,0.306
23,4.46,116.49,2010,8,5,12,0.06
26,7.11,123.86,2010,8,5,12,0.17
30,7.63,113.83,2010,8,5,12,0.09
37,2.18,129.97,2010,8,5,12,0.195
47,2.34,111.12,2010,8,5,12,0.03
21,7.19,120.38,2010,8,6,0,0.341
36,4.29,103.11,2010,8,6,0,0.01
6,7.15,115.65,2010,8,6,12,0.281
14,2.56,115.74,2010,8,6,12,0.13
22,3.31,105.51,2010,8,6,12,0.085
33,6.85,94.59,2010,8,6,12,0.18
3,2.69,126.95,2010,8,7,0,0.135
40,8.16,59.62,2010,8,7,0,0.762
45,4.86,45.33,2010,8,7,0,0.757
8,5.42,94.37,2010,8,7,12,0.07
10,3.44,75.88,2010,8,7,12,0.085
15,3.21,35.98,2010,8,7,12,0.396
36,4.81,77.17,2010,8,7,12,0.11
40,4.46,84.86,2010,8,7,12,0.291
42,3.88,99.88,2010,8,7,12,0.246
5,3.56,43.96,2010,8,8,0,0.371
7,3.18,49.65,2010,8,8,0,0.466
17,6.68,56.85,2010,8,8,0,0.637
32,3.79,93.94,2010,8,8,0,0.261
39,2.97,103.31,2010,8,8,0,0.005
43,3.47,108.08,2010,8,8,0,0.005
46,2.36,125.48,2010,8,8,0,0.04
1,8.36,59.11,2010,8,8,12,0.236
4,8.96,59.71,2010,8,8,12,0.371
9,7.45,57.45,2010,8,8,12,0.306
19,3.65,86.06,2010,8,8,12,0.19
29,2.18,56.56,2010,8,8,12,0.03
23,3,71.67,2010,8,9,0,0.065
31,2.47,94.24,2010,8,9,0,0.04
35,2.54,135.79,2010,8,9,0,0
37,3.18,141.6,2010,8,9,0,0
40,3.64,150.59,2010,8,9,0,0.015
43,3.59,159.85,2010,8,9,0,0.015
2,3.86,79.37,2010,8,9,12,0.216
16,1.61,60.22,2010,8,9,12,0.04
21,1.55,108.79,2010,8,9,12,0.04
32,4.09,185.07,2010,8,9,12,0.025
48,2.36,198.36,2010,8,9,12,0
28,2.9,173.22,2010,8,10,0,0.035
40,2.37,247.58,2010,8,10,0,0
7,3.41,156.11,2010,8,10,12,0.04
8,3.51,159.34,2010,8,10,12,0.04
28,1.85,254.19,2010,8,10,12,0
37,1.62,292.91,2010,8,10,12,0.045
47,2.55,318.85,2010,8,10,12,0.14
6,2.19,151.59,2010,8,11,0,0
23,1.99,286.85,2010,8,11,0,0.045
35,2.32,317.03,2010,8,11,0,0.14
36,2.5,315.07,2010,8,11,0,0.105
5,1.33,282.08,2010,8,11,12,0.005
6,1.44,283.68,2010,8,11,12,0
10,2.3,276.05,2010,8,11,12,0
15,2.13,300.7,2010,8,11,12,0.03
16,2.14,300.15,2010,8,11,12,0.065
25,3.87,275.34,2010,8,11,12,0.105
27,5.02,287.12,2010,8,11,12,0.06
29,6.26,290.21,2010,8,11,12,0.06
39,2.44,288.5,2010,8,11,12,0.211
20,4.23,298.95,2010,8,12,0,0.06
22,3.16,306.46,2010,8,12,0,0.1
24,1.95,328.37,2010,8,12,0,0.04
40,3.38,358.42,2010,8,12,0,0.05
7,4.15,280.27,2010,8,12,12,0.03
32,3.44,316.8,2010,8,12,12,0.065
46,3.35,354.6,2010,8,12,12,0.221
24,2.13,322.9,2010,8,13,0,0.09
26,2.26,327.23,2010,8,13,0,0.19
32,2.45,353.21,2010,8,13,0,0.226
33,2.79,353.49,2010,8,13,0,0.236
37,5.78,354.94,2010,8,13,0,0.236
41,5.67,9.43,2010,8,13,0,0.14
44,6.28,12.88,2010,8,13,0,0.185
8,4.2,317.45,2010,8,13,12,0.17
14,2.48,323.17,2010,8,13,12,0.19
34,4.54,28.67,2010,8,13,12,0.236
36,2.64,26.49,2010,8,13,12,0.16
42,3.94,48.67,2010,8,13,12,0.125
43,3.73,44.71,2010,8,13,12,0.095
45,3.39,27.47,2010,8,13,12,0.221
25,2.78,26.92,2010,8,14,0,0.165
28,3.25,35.86,2010,8,14,0,0.17
48,3.02,70.66,2010,8,14,0,0.18
2,4.96,350.82,2010,8,14,12,0.19
15,1.91,55.08,2010,8,14,12,0.185
2,1.52,344.07,2010,8,15,0,0.115
7,2.15,32.54,2010,8,15,0,0.095
18,3.96,56.66,2010,8,15,0,0.246
21,5.05,63.77,2010,8,15,0,0.396
12,3.23,73.59,2010,8,15,12,0.075
34,6.51,80.33,2010,8,15,12,0.511
40,2.84,98.66,2010,8,15,12,0.316
46,3.34,61.26,2010,8,15,12,0.441
10,3.69,80.76,2010,8,16,0,0
15,8.1,85.23,2010,8,16,0,0.316
18,8.18,80.53,2010,8,16,0,0.446
28,3.23,89.29,2010,8,16,0,0.316
31,2.67,81.37,2010,8,16,0,0.271
42,7.12,82.34,2010,8,16,0,0.727
48,2.44,98.21,2010,8,16,0,0.251
2,7.39,81.95,2010,8,16,12,0.135
3,7.99,82.32,2010,8,16,12,0.236
5,8.25,80.8,2010,8,16,12,0.085
13,2.25,84.2,2010,8,16,12,0.206
36,2.7,111.58,2010,8,16,12,0.251
19,8.21,88.42,2010,8,17,0,0.737
3,7.45,78.93,2010,8,17,12,0.381
10,5.28,99.86,2010,8,17,12,0.441
14,2.56,109.4,2010,8,17,12,0.195
18,2.62,135.07,2010,8,17,12,0.015
23,1.24,345.06,2010,8,17,12,0
24,1.64,354.32,2010,8,17,12,0
34,3.78,74.16,2010,8,17,12,0.11
42,3.23,44.09,2010,8,17,12,0.336
43,3,46.84,2010,8,17,12,0.411
44,2.92,49.21,2010,8,17,12,0.371
1,3.3,104.85,2010,8,18,0,0.236
6,2.11,141.6,2010,8,18,0,0.015
7,2.21,139,2010,8,18,0,0
13,1.06,345.68,2010,8,18,0,0
21,3.49,65.59,2010,8,18,0,0.125
34,3.42,58.53,2010,8,18,0,0.286
37,5.54,63.51,2010,8,18,0,0.115
6,3.44,50.98,2010,8,18,12,0.015
19,3.38,51.75,2010,8,18,12,0.411
26,6.49,68.04,2010,8,18,12,0.266
29,8.03,83.21,2010,8,18,12,0.316
44,1.79,238.83,2010,8,18,12,0.01
12,4.67,63.28,2010,8,19,0,0.195
34,2.29,229.09,2010,8,19,0,0.06
40,3.26,287.9,2010,8,19,0,0.04
45,1.77,342.82,2010,8,19,0,0.015
48,2.15,324.45,2010,8,19,0,0.135
6,8.63,96.96,2010,8,19,12,0.336
11,3.3,129.4,2010,8,19,12,0.251
33,2.62,4.97,2010,8,19,12,0.015
37,2.06,327.59,2010,8,19,12,0.195
7,2.42,201.79,2010,8,20,0,0.02
31,3,334.8,2010,8,20,0,0.321
38,4.09,15.16,2010,8,20,0,0.155
40,4.73,35.57,2010,8,20,0,0.155
41,4.67,43.35,2010,8,20,0,0.13
11,2.18,340.21,2010,8,20,12,0.045
25,3.42,305.99,2010,8,20,12,0.236
29,4.98,21.99,2010,8,20,12,0.13
30,5.99,32.7,2010,8,20,12,0.06
32,4.11,27.83,2010,8,20,12,0.06
34,2.35,343,2010,8,20,12,0.04
38,2.55,356.49,2010,8,20,12,0.11
39,2.5,7.97,2010,8,20,12,0.065
4,4.5,349.78,2010,8,21,12,0.211
5,4.53,357.92,2010,8,21,12,0.266
6,4.82,7.07,2010,8,21,12,0.356
30,4.61,162.64,2010,8,21,12,0
7,1.6,264.51,2010,8,22,0,0
9,1.2,217.12,2010,8,22,0,0
13,3.24,222.19,2010,8,22,0,0
35,4.86,209.43,2010,8,22,0,0.165
36,5.02,211.11,2010,8,22,0,0.251
40,5.44,227.16,2010,8,22,0,0.331
48,2.42,261.19,2010,8,22,0,0.03
2,3.21,196.92,2010,8,22,12,0.11
6,3.56,201.59,2010,8,22,12,0
17,3.71,227.33,2010,8,22,12,0.07
28,6.01,225.95,2010,8,22,12,0.331
37,3.07,273.4,2010,8,22,12,0.226
16,6.69,234.78,2010,8,23,0,0.331
22,4.34,249.6,2010,8,23,0,0.241
23,3.3,248.12,2010,8,23,0,0.155
41,3.17,290.14,2010,8,23,0,0.14
3,7,225.26,2010,8,23,12,0.08
13,2.19,275.82,2010,8,23,12,0.226
15,2.47,278.65,2010,8,23,12,0.135
38,2.61,333.62,2010,8,23,12,0.035
48,3.13,20.08,2010,8,23,12,0.065
11,2.7,274.85,2010,8,24,0,0.065
12,3.13,277.66,2010,8,24,0,0.05
30,3.05,352.18,2010,8,24,0,0.095
43,3.93,92.83,2010,8,24,0,0.005
24,2.79,19.46,2010,8,24,12,0.065
25,2.35,28.07,2010,8,24,12,0.045
37,2.86,120.25,2010,8,24,12,0.17
44,4.19,108.28,2010,8,24,12,0.155
46,5.14,101.24,2010,8,24,12,0.236
11,3.02,35.2,2010,8,25,0,0.075
15,3.87,67.25,2010,8,25,0,0.065
18,4.1,95.38,2010,8,25,0,0.02
32,3.05,106.98,2010,8,25,0,0.155
43,6.6,138.36,2010,8,25,0,0.301
45,6.21,139.9,2010,8,25,0,0.261
47,3.59,145,2010,8,25,0,0.13
1,3.26,44.8,2010,8,25,12,0.075
4,3.91,81.2,2010,8,25,12,0.04
20,3.66,108.23,2010,8,25,12,0.155
23,5.18,116.3,2010,8,25,12,0.19
5,3.86,121.96,2010,8,26,0,0.17
21,5.8,135.19,2010,8,26,0,0.261
22,4.71,136.04,2010,8,26,0,0.18
25,2.13,126.31,2010,8,26,0,0.03
30,2.7,86.33,2010,8,26,0,0
41,3.94,82.09,2010,8,26,0,0.11
42,4.16,81.02,2010,8,26,0,0.14
44,4.41,80.78,2010,8,26,0,0.145
13,1.91,130.2,2010,8,26,12,0.03
21,2.81,76.75,2010,8,26,12,0
26,3.09,73.19,2010,8,26,12,0.005
27,3.01,76.81,2010,8,26,12,0.015
43,2.96,54.61,2010,8,26,12,0.456
2,2.44,109.86,2010,8,27,0,0.02
6,2.59,102.52,2010,8,27,0,0
9,2.73,91.43,2010,8,27,0,0
26,3.25,64.49,2010,8,27,0,0.095
40,5.36,62.94,2010,8,27,0,0.206
7,4.86,81.94,2010,8,27,12,0
8,5.05,84.46,2010,8,27,12,0
24,3.89,57.99,2010,8,27,12,0.446
37,3.14,46.25,2010,8,27,12,0.16
39,3.17,47.28,2010,8,27,12,0.311
40,3.26,48.87,2010,8,27,12,0.271
46,3.36,68.29,2010,8,27,12,0.471
10,3.05,61.59,2010,8,28,0,0.491
39,3.73,77.75,2010,8,28,0,0.1
5,5.06,61.79,2010,8,28,12,0.301
12,3.08,56.26,2010,8,28,12,0.446
19,3.46,56.38,2010,8,28,12,0.481
26,3.57,65.32,2010,8,28,12,0.125
27,4.01,65.65,2010,8,28,12,0.1
37,3.57,62.24,2010,8,28,12,0
48,2.83,76.03,2010,8,28,12,0.361
3,2.89,45.87,2010,8,29,0,0.311
8,3.47,57.8,2010,8,29,0,0.481
21,3.93,76.36,2010,8,29,0,0.15
35,2.95,76.37,2010,8,29,0,0.386
41,4.45,83.99,2010,8,29,0,0.155
14,3.57,57.23,2010,8,29,12,0
15,3.6,51.82,2010,8,29,12,0.04
21,3.34,69.35,2010,8,29,12,0.431
31,4.71,70.1,2010,8,29,12,0.175
18,4.78,80.94,2010,8,30,0,0.201
44,4.71,59.37,2010,8,30,0,0.231
7,4.65,75.39,2010,8,30,12,0.386
9,4.1,71.18,2010,8,30,12,0.431
29,5.56,54.95,2010,8,30,12,0.19
1,2.87,71.75,2010,8,31,0,0.005
25,2.7,41.23,2010,8,31,0,0.241
32,2.81,41.28,2010,8,31,0,0.351
26,5.16,40.46,2010,8,31,12,0.216
35,4.21,74.99,2010,8,31,12,0.371
1,2.84,36.46,2010,9,1,0,0.241
3,2.86,36.57,2010,9,1,0,0.296
8,2.84,49.48,2010,9,1,0,0.351
25,2.07,82.25,2010,9,1,0,0.115
26,2.26,82.48,2010,9,1,0,0.01
43,5.29,73.31,2010,9,1,0,0.1
17,2.17,88.8,2010,9,1,12,0
21,0.68,262.26,2010,9,1,12,0
13,1.57,119.48,2010,9,2,0,0
14,1.27,135.08,2010,9,2,0,0.005
30,3.31,351.82,2010,9,2,0,0.361
33,5.23,22.7,2010,9,2,0,0.386
34,5.4,25.62,2010,9,2,0,0.371
5,1.36,89.44,2010,9,2,12,0
12,3.82,6.29,2010,9,2,12,0.005
20,5.16,29,2010,9,2,12,0.426
29,7.82,63.05,2010,9,2,12,0.326
11,6.48,28.31,2010,9,3,0,0.526
13,6.88,49.61,2010,9,3,0,0.576
18,4.9,62.3,2010,9,3,0,0.516
21,8.3,71,2010,9,3,0,0.421
24,4.51,78.61,2010,9,3,0,0.03
27,4.92,70.1,2010,9,3,0,0.486
35,7.71,90.09,2010,9,3,0,0.882
39,11.23,95.73,2010,9,3,0,0.912
41,11.18,95.29,2010,9,3,0,0.932
2,7.23,85.48,2010,9,3,12,0.13
16,6.68,68.16,2010,9,3,12,0.586
18,8.79,72.4,2010,9,3,12,0.471
45,5.29,95.08,2010,9,3,12,0.376
48,5.79,94.47,2010,9,3,12,0.391
1,5.31,75.83,2010,9,4,0,0.426
17,11.15,101.25,2010,9,4,0,0.932
25,7.81,99.96,2010,9,4,0,0.346
41,8.14,96.58,2010,9,4,0,0.652
8,10.9,106.95,2010,9,4,12,0.797
20,4.82,95.72,2010,9,4,12,0.301
30,8.1,93.6,2010,9,4,12,0.506
47,2.92,59.51,2010,9,4,12,0.211
11,6.61,98.81,2010,9,5,0,0.301
17,8.12,99.33,2010,9,5,0,0.652
9,7.01,86.27,2010,9,5,12,0.376
14,2.91,54.27,2010,9,5,12,0.271
19,3.1,55.73,2010,9,5,12,0.321
45,4.2,350.89,2010,9,5,12,0.602
5,3.14,52.08,2010,9,6,0,0.211
6,3.19,55.14,2010,9,6,0,0.216
14,5.5,29.76,2010,9,6,0,0.266
15,6.6,32.97,2010,9,6,0,0.326
20,7.88,48.18,2010,9,6,0,0.852
22,5.43,44.28,2010,9,6,0,0.391
36,4.82,26.28,2010,9,6,0,0.642
8,7.78,48.77,2010,9,6,12,0.321
13,2.59,37.34,2010,9,6,12,0.476
45,7.85,91.05,2010,9,6,12,0.627
20,6.4,39.74,2010,9,7,0,0.677
27,4.95,77.09,2010,9,7,0,0.476
31,7.44,82.7,2010,9,7,0,0.642
18,8.16,80.14,2010,9,7,12,0.627
23,7.8,88.99,2010,9,7,12,0.722
24,8.39,89.28,2010,9,7,12,0.627
32,10.51,113.09,2010,9,7,12,0.782
33,10.32,113.71,2010,9,7,12,0.797
47,5.62,129.38,2010,9,7,12,0.391
29,4.84,119.77,2010,9,8,0,0.441
37,7.44,135.66,2010,9,8,0,0.431
38,7.85,138.88,2010,9,8,0,0.316
45,6.58,150.24,2010,9,8,0,0.371
48,4.15,157.96,2010,9,8,0,0.637
9,10.39,112.03,2010,9,8,12,0.627
13,5.84,115.27,2010,9,8,12,0.556
44,2.42,181.97,2010,9,8,12,0.11
6,5.74,122.85,2010,9,9,0,0.431
21,7.05,141.68,2010,9,9,0,0.371
31,2.27,172.33,2010,9,9,0,0.125
9,6.97,143.83,2010,9,9,12,0.501
14,4.16,157.97,2010,9,9,12,0.16
37,2.91,191.22,2010,9,9,12,0.05
40,3.13,204.16,2010,9,9,12,0.165
48,2.2,317.29,2010,9,9,12,0.07
2,5.46,161.14,2010,9,10,0,0.16
3,5.12,165.54,2010,9,10,0,0.165
20,3.82,181.6,2010,9,10,0,0.02
38,2.9,321.45,2010,9,10,0,0.03
19,2.6,246.44,2010,9,10,12,0.15
26,2.91,320.85,2010,9,10,12,0.03
27,3.46,321.58,2010,9,10,12,0.06
30,4.77,321.04,2010,9,10,12,0.206
34,3.98,317.25,2010,9,10,12,0.08
4,3.04,207.03,2010,9,11,0,0.165
5,3.26,221.11,2010,9,11,0,0.201
9,2.33,267.09,2010,9,11,0,0.035
11,1.94,287.38,2010,9,11,0,0.02
30,2.48,249.86,2010,9,11,0,0.005
35,2.15,92.48,2010,9,11,0,0.065
36,3.44,104.57,2010,9,11,0,0.105
17,1.36,285.98,2010,9,11,12,0.02
22,2.03,37.09,2010,9,11,12,0
25,3.6,75.26,2010,9,11,12,0.1
36,3.01,82.48,2010,9,11,12,0.13
37,2.82,63.94,2010,9,11,12,0.316
42,3.01,87.25,2010,9,11,12,0.241
14,5.23,91.33,2010,9,12,0,0.125
19,6.99,95.72,2010,9,12,0,0.521
20,6.92,99.12,2010,9,12,0,0.521
25,2.99,54.68,2010,9,12,0,0.316
5,6.7,97.93,2010,9,12,12,0.02
10,5.06,97.17,2010,9,12,12,0
34,6.19,111.24,2010,9,12,12,0.612
19,8.26,96.54,2010,9,13,0,0.707
36,4.35,117.29,2010,9,13,0,0.11
37,5.22,118.13,2010,9,13,0,0.09
10,5.68,110.05,2010,9,13,12,0.06
11,4,118.32,2010,9,13,12,0.125
17,3.91,112.23,2010,9,13,12,0.155
19,8.14,101.8,2010,9,14,0,0.496
21,8.27,104.24,2010,9,14,0,0.586
35,3.06,115.83,2010,9,14,0,0.075
38,3.78,134.62,2010,9,14,0,0.005
6,7.71,104.79,2010,9,14,12,0.16
22,2.45,113.64,2010,9,14,12,0.115
35,2.08,133.68,2010,9,14,12,0.035
45,3.92,308.93,2010,9,14,12,0.331
11,2.5,114.62,2010,9,15,0,0.075
13,3.48,124.89,2010,9,15,0,0.035
21,2.95,106.8,2010,9,15,0,0
22,2.49,112.87,2010,9,15,0,0.005
26,2.07,206.94,2010,9,15,0,0.005
35,4.09,305.19,2010,9,15,0,0.371
37,5.72,304.24,2010,9,15,0,0.326
40,7.01,313.84,2010,9,15,0,0.366
48,6.47,198.57,2010,9,15,0,0.01
12,2.45,164.99,2010,9,15,12,0.065
15,1.31,248.15,2010,9,15,12,0.085
18,1.87,284.69,2010,9,15,12,0.246
19,2.07,290.45,2010,9,15,12,0.251
34,7.07,228.39,2010,9,15,12,0.165
4,1.76,297.77,2010,9,16,0,0.145
12,4.74,308.78,2010,9,16,0,0.296
15,6.02,283.9,2010,9,16,0,0.451
17,5.87,278.51,2010,9,16,0,0.216
22,5.59,226.7,2010,9,16,0,0.165
31,3.77,211.31,2010,9,16,0,0.13
34,2.91,220.01,2010,9,16,0,0.01
17,4.45,214.88,2010,9,16,12,0.19
23,2.75,225.29,2010,9,16,12,0
36,2.54,53.16,2010,9,16,12,0.356
41,2.7,42.81,2010,9,16,12,0.07
8,3.85,201.72,2010,9,17,0,0.075
18,1,104.64,2010,9,17,0,0
39,5.85,41.08,2010,9,17,0,0.436
19,3.14,42.2,2010,9,17,12,0.261
22,2.93,38.77,2010,9,17,12,0.261
26,5.46,25.97,2010,9,17,12,0.356
38,3.22,142.4,2010,9,17,12,0.12
41,2.83,147.94,2010,9,17,12,0.281
46,3.05,161.09,2010,9,18,0,0.09
1,5.73,28.3,2010,9,18,12,0
2,6.34,31.01,2010,9,18,12,0
4,7.07,39.51,2010,9,18,12,0.045
6,6.91,52.42,2010,9,18,12,0.17
25,1.42,139.92,2010,9,18,12,0
30,3.03,145.16,2010,9,18,12,0.03
45,3.04,136,2010,9,18,12,0.291
6,2.7,147.44,2010,9,19,0,0.18
7,2.47,146.64,2010,9,19,0,0.11
12,1.71,129.96,2010,9,19,0,0.065
27,2.92,131.53,2010,9,19,0,0.035
28,2.9,132.85,2010,9,19,0,0.075
36,1.94,135.71,2010,9,19,0,0.125
1,2.03,169.88,2010,9,19,12,0.085
4,2.34,163.11,2010,9,19,12,0.311
9,3.29,140.22,2010,9,19,12,0.165
28,2.28,173.81,2010,9,19,12,0
29,2.01,172.72,2010,9,19,12,0
37,2.48,291.76,2010,9,19,12,0
48,4.62,12.19,2010,9,19,12,0.652
2,2.43,143.05,2010,9,20,0,0.075
15,2.8,179.78,2010,9,20,0,0.005
2,2.27,162.92,2010,9,20,12,0.075
15,2.86,329.16,2010,9,20,12,0.06
17,3.31,345.43,2010,9,20,12,0.01
20,3.48,6.14,2010,9,20,12,0.566
22,4.47,8.67,2010,9,20,12,0.591
24,6.02,12.48,2010,9,20,12,0.652
27,8.21,29.21,2010,9,20,12,0.717
40,5.1,73.28,2010,9,20,12,0.175
16,8.99,32.72,2010,9,21,0,0.782
18,9.28,38.61,2010,9,21,0,0.767
22,6.99,40.89,2010,9,21,0,0.797
29,4.3,83.18,2010,9,21,0,0.301
38,2.55,129.2,2010,9,21,0,0.055
39,2.61,137.48,2010,9,21,0,0.005
2,8.33,30.14,2010,9,21,12,0.005
16,4.77,79.38,2010,9,21,12,0.175
28,3.12,161.93,2010,9,21,12,0.08
29,3.17,160.41,2010,9,21,12,0.085
4,3.6,87.88,2010,9,22,0,0.175
6,4.81,88.15,2010,9,22,0,0.296
12,3.17,98.9,2010,9,22,0,0.13
15,2.9,142.13,2010,9,22,0,0.005
19,4.39,129.62,2010,9,22,0,0.15
4,3.67,143.84,2010,9,22,12,0.175
29,7.12,342.33,2010,9,22,12,0.165
33,6.26,15.27,2010,9,22,12,0.431
42,5.03,41.06,2010,9,22,12,0.677
44,5.14,44.99,2010,9,22,12,0.632
14,3.16,329.38,2010,9,23,0,0.045
15,3.82,329.9,2010,9,23,0,0.04
29,6.06,36.48,2010,9,23,0,0.677
35,6.61,45.35,2010,9,23,0,0.807
46,9.47,65.37,2010,9,23,0,0.877
11,5.97,6.01,2010,9,23,12,0.155
1,4.75,11.99,2010,9,24,0,0.276
9,5.34,37.44,2010,9,24,0,0.747
18,12.74,59.14,2010,9,24,0,0.892
38,8.82,103.48,2010,9,24,0,0.617
41,6.77,111.26,2010,9,24,0,0.652
28,7.96,103.79,2010,9,24,12,0.697
31,6.04,109.26,2010,9,24,12,0.541
34,5.58,111.98,2010,9,24,12,0.401
43,2.45,162.03,2010,9,24,12,0.005
4,7.52,79.18,2010,9,25,0,0.862
5,7.87,81.28,2010,9,25,0,0.496
33,2.78,155.73,2010,9,25,0,0
38,2.13,212.66,2010,9,25,0,0
11,5.33,122.08,2010,9,25,12,0.642
15,4.57,143.88,2010,9,25,12,0.11
31,2.29,259.1,2010,9,25,12,0
36,1.11,253.81,2010,9,25,12,0.17
12,2.3,174.14,2010,9,26,0,0
14,2.14,196.74,2010,9,26,0,0
25,1.59,283.1,2010,9,26,0,0.01
41,2.87,289.98,2010,9,26,0,0.075
11,1.57,250.4,2010,9,26,12,0
16,2.56,320.38,2010,9,26,12,0.055
27,2.61,289.21,2010,9,26,12,0.08
28,2.8,292.59,2010,9,26,12,0.12
39,2.35,243.72,2010,9,26,12,0.055
40,2.67,227.66,2010,9,26,12,0.065
45,5.59,217.54,2010,9,26,12,0.155
47,5.61,222.06,2010,9,26,12,0.276
48,5.87,222.59,2010,9,26,12,0.436
2,1.96,294.68,2010,9,27,0,0.015
8,2.44,323.43,2010,9,27,0,0.005
9,2.16,312.27,2010,9,27,0,0.025
11,1.41,295.77,2010,9,27,0,0.025
13,1.65,276.17,2010,9,27,0,0.035
21,4.02,271.75,2010,9,27,0,0.015
30,4.34,204.92,2010,9,27,0,0.1
36,5.86,211.81,2010,9,27,0,0.436
41,4.64,215.36,2010,9,27,0,0.02
44,3.01,186.17,2010,9,27,0,0.005
15,2.69,227.3,2010,9,27,12,0.055
31,6.75,173.3,2010,9,27,12,0.11
1,3.18,238.39,2010,9,28,0,0.206
4,3.02,209.9,2010,9,28,0,0.065
10,3.83,196.31,2010,9,28,0,0.276
15,6.26,187.75,2010,9,28,0,0.211
16,6.16,172.61,2010,9,28,0,0.155
39,4.61,65.12,2010,9,28,0,0.135
42,5.17,43.67,2010,9,28,0,0.185
48,3,14.64,2010,9,28,0,0.386
15,6.19,122.77,2010,9,28,12,0.516
19,3.73,110.69,2010,9,28,12,0.19
26,2.54,19.53,2010,9,29,0,0.246
36,2.15,28.81,2010,9,29,0,0.04
41,3.25,90.3,2010,9,29,0,0
8,5.59,37.05,2010,9,29,12,0.145
16,2.48,31.15,2010,9,29,12,0.206
23,2.14,22.19,2010,9,29,12,0.095
27,2.72,54.36,2010,9,29,12,0
33,5.71,126.99,2010,9,29,12,0.246
41,5.64,125.9,2010,9,29,12,0.386
45,4.96,148.86,2010,9,29,12,0.226
17,2.8,109.2,2010,9,30,0,0
19,4.07,127.75,2010,9,30,0,0.095
27,5.95,121.5,2010,9,30,0,0.496
29,4.89,129.69,2010,9,30,0,0.386
30,4.57,137.56,2010,9,30,0,0.321
35,5.84,164.07,2010,9,30,0,0.261
37,6.18,165.37,2010,9,30,0,0.201
29,2.38,149.29,2010,10,1,0,0.005
33,1.99,217.77,2010,10,1,0,0
35,2.66,220.55,2010,10,1,0,0
2,6.54,161.34,2010,10,1,12,0.481
25,3.27,209.58,2010,10,1,12,0.055
18,3.16,206.81,2010,10,2,0,0.035
29,3.6,219.36,2010,10,2,0,0.426
40,6.18,234.2,2010,10,2,0,0.15
1,2.89,212.63,2010,10,2,12,0.015
9,4.79,191.69,2010,10,2,12,0
26,4.89,223.29,2010,10,2,12,0.18
32,5.36,227.2,2010,10,2,12,0.18
33,4.98,225.53,2010,10,2,12,0.175
1,3.76,199.89,2010,10,3,0,0.185
15,5.28,221.81,2010,10,3,0,0.145
27,2.54,232.86,2010,10,3,0,0.341
41,2.79,220.19,2010,10,3,0,0.07
43,2.48,202.8,2010,10,3,0,0.02
48,2.77,175.09,2010,10,3,0,0.145
3,4.96,223.39,2010,10,3,12,0.276
19,2.69,230.37,2010,10,3,12,0.135
23,2.25,200.2,2010,10,3,12,0.19
30,2.59,215.17,2010,10,3,12,0.04
39,2.71,171.79,2010,10,3,12,0.03
1,2.64,212.73,2010,10,4,0,0.17
20,3.44,198.32,2010,10,4,0,0.015
35,2.28,155.52,2010,10,4,0,0.16
37,2.96,168.61,2010,10,4,0,0.09
43,3.94,187.18,2010,10,4,0,0.206
2,4.14,214.98,2010,10,4,12,0.266
4,4.43,219.67,2010,10,4,12,0.175
21,2.52,177.39,2010,10,4,12,0.155
41,2.88,204,2010,10,4,12,0.326
42,2.74,205.82,2010,10,4,12,0.18
1,1.57,155.16,2010,10,5,0,0.03
8,2.78,172.05,2010,10,5,0,0.165
12,3.46,183.65,2010,10,5,0,0.13
19,4.51,190.96,2010,10,5,0,0.206
22,4.41,178.21,2010,10,5,0,0.316
26,2.64,204.3,2010,10,5,0,0.256
30,3.02,211.92,2010,10,5,0,0.18
38,3.02,217.62,2010,10,5,0,0.13
4,4.8,200.03,2010,10,5,12,0.05
